rank_type,rank,sizing_method,market,instrument,session_date,setup,direction,first_candle_time,first_open,first_high,first_low,first_close,first_volume,gap_pct,signal_time,signal_close,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,atr_at_entry,slippage_points,quantity,equity_at_entry,risk_pct_budget,position_risk_amount,open_risk_before,portfolio_risk_limit,notional,open_notional_before,gross_exposure_limit,limiting_factor,sizing_note,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple,holding_candles,equity_after_exit
BEST,1,fixed_fractional,equity,INFY_NS,2026-04-02,OPEN_EQUALS_LOW,LONG,2026-04-02T09:15:00+05:30,1260.300049,1272.0,1260.300049,1269.0,0.0,-1.3850,2026-04-02T09:20:00+05:30,1274.400024,2026-04-02T09:25:00+05:30,1274.500049,1260.047989,1303.404169,2026-04-02T15:10:00+05:30,1303.204169,TARGET,4.492833,0.2,611,896476.24,1.0,8952.41,0.0,53788.57,778719.53,0.0,2689428.72,risk_budget,fixed_percent_risk,17538.22,328.54,17209.68,2.21,1.9224,70,929511.69
BEST,2,fixed_fractional,equity,TCS_NS,2026-04-02,OPEN_EQUALS_LOW,LONG,2026-04-02T09:15:00+05:30,2381.100098,2398.0,2381.100098,2392.0,0.0,-1.2975,2026-04-02T09:20:00+05:30,2404.300049,2026-04-02T09:25:00+05:30,2404.2,2380.623878,2451.352245,2026-04-02T13:35:00+05:30,2451.152245,TARGET,7.557094,0.2,372,896476.24,1.0,8844.72,8952.41,53788.57,894362.4,778719.53,2689428.72,per_trade_allocation,fixed_percent_risk,17466.24,369.55,17096.69,1.9116,1.933,51,912302.01
BEST,3,fixed_fractional,equity,BHARTIARTL_NS,2026-04-01,OPEN_EQUALS_HIGH,SHORT,2026-04-01T09:15:00+05:30,1815.0,1816.199951,1803.800049,1810.099976,0.0,1.4250,2026-04-01T10:25:00+05:30,1802.800049,2026-04-01T10:30:00+05:30,1802.3,1815.363,1776.174,2026-04-01T15:20:00+05:30,1783.600024,END_OF_DAY,3.371434,0.2,523,943446.9,1.0,6936.55,8948.49,56606.81,942602.9,1861191.58,2830340.7,per_trade_allocation,fixed_percent_risk,9780.09,378.84,9401.25,0.9974,1.3553,59,942747.99
BEST,4,fixed_fractional,equity,ICICIBANK_NS,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00+05:30,1288.5,1301.400024,1288.5,1301.300049,0.0,0.4757,2026-04-10T09:25:00+05:30,1302.5,2026-04-10T09:30:00+05:30,1303.000049,1288.2423,1332.515546,2026-04-10T15:20:00+05:30,1321.399976,END_OF_DAY,5.271441,0.2,508,760251.19,1.0,7598.54,13524.96,45615.07,661924.02,1362522.05,2280753.57,risk_budget,fixed_percent_risk,9347.16,284.75,9062.41,1.3691,1.1927,71,772797.56
BEST,5,fixed_fractional,derivatives,CNXFMCG,2026-04-17,OPEN_EQUALS_LOW,LONG,2026-04-17T09:15:00+05:30,48400.550781,48855.101562,48392.800781,48791.300781,0.0,-0.0649,2026-04-17T09:20:00+05:30,48895.101562,2026-04-17T09:25:00+05:30,48897.75,48390.870671,49911.508658,2026-04-17T15:20:00+05:30,49660.199219,END_OF_DAY,94.046596,5.0,12,632311.38,1.0,6142.55,0.0,37938.68,586773.0,0.0,1896934.14,risk_budget,fixed_percent_risk,9149.39,383.83,8765.56,1.4939,1.427,72,641076.94
BEST,6,fixed_fractional,equity,RELIANCE_NS,2026-04-06,OPEN_EQUALS_HIGH,SHORT,2026-04-06T09:15:00+05:30,1355.0,1355.0,1336.400024,1338.699951,0.0,0.4150,2026-04-06T09:20:00+05:30,1331.599976,2026-04-06T09:25:00+05:30,1330.999951,1355.271,1282.457854,2026-04-06T15:20:00+05:30,1306.399951,END_OF_DAY,5.792855,0.2,363,889875.21,1.0,8882.99,17774.85,53392.51,483152.98,1003263.26,2669625.63,risk_budget,fixed_percent_risk,8929.8,216.06,8713.74,1.8035,0.9809,72,870557.0
BEST,7,fixed_fractional,equity,BHARTIARTL_NS,2026-04-16,OPEN_EQUALS_HIGH,SHORT,2026-04-16T09:15:00+05:30,1864.300049,1864.300049,1853.099976,1854.199951,0.0,0.5501,2026-04-16T09:35:00+05:30,1853.0,2026-04-16T09:40:00+05:30,1852.899976,1864.672909,1829.354109,2026-04-16T13:00:00+05:30,1829.554109,TARGET,3.700003,0.2,353,654430.48,1.0,4226.45,1790.78,39265.83,654073.69,632352.5,1963291.44,per_trade_allocation,fixed_percent_risk,8241.09,276.9,7964.19,1.2176,1.8844,41,665022.7
BEST,8,fixed_fractional,equity,RELIANCE_NS,2026-04-17,OPEN_EQUALS_LOW,LONG,2026-04-17T09:15:00+05:30,1341.400024,1351.5,1341.400024,1346.0,0.0,-0.3121,2026-04-17T11:00:00+05:30,1351.900024,2026-04-17T11:05:00+05:30,1351.899951,1341.131744,1373.436365,2026-04-17T15:20:00+05:30,1365.200024,END_OF_DAY,1.414315,0.2,467,632311.38,1.0,5122.15,11925.53,37938.68,631337.28,1219009.8,1896934.14,per_trade_allocation,fixed_percent_risk,6211.13,272.99,5938.14,0.9406,1.1593,52,652233.2
BEST,9,fixed_fractional,equity,KOTAKBANK_NS,2026-04-17,OPEN_EQUALS_LOW,LONG,2026-04-17T09:15:00+05:30,376.75,379.549988,376.75,378.549988,0.0,-0.4360,2026-04-17T09:20:00+05:30,379.850006,2026-04-17T09:25:00+05:30,379.95,376.67465,386.5007,2026-04-17T15:20:00+05:30,383.250012,END_OF_DAY,1.003573,0.2,1664,632311.38,1.0,5782.98,6142.55,37938.68,632236.8,586773.0,1896934.14,per_trade_allocation,fixed_percent_risk,5491.22,273.1,5218.12,0.8253,0.9023,72,646295.06
BEST,10,fixed_fractional,equity,HDFCBANK_NS,2026-04-09,OPEN_EQUALS_HIGH,SHORT,2026-04-09T09:15:00+05:30,814.900024,814.900024,808.75,810.0,0.0,-0.2204,2026-04-09T09:30:00+05:30,806.0,2026-04-09T09:35:00+05:30,806.05,815.063004,788.023991,2026-04-09T15:20:00+05:30,799.749988,END_OF_DAY,2.407139,0.2,868,800198.88,1.0,7996.89,8001.99,48011.93,699651.4,771120.62,2400596.64,risk_budget,fixed_percent_risk,5468.41,293.87,5174.54,0.7396,0.6471,70,795346.81
WORST,1,fixed_fractional,commodities,SIF,2026-04-01,OPEN_EQUALS_LOW,LONG,2026-04-01T09:15:00-04:00,74.995003,75.150002,74.974998,75.110001,206.0,-0.4711,2026-04-01T09:25:00-04:00,75.220001,2026-04-01T09:30:00-04:00,75.405002,74.980004,76.254998,2026-04-01T09:40:00-04:00,74.780004,STOP_LOSS,0.318213,0.2,12454,939159.0,1.0,7783.73,0.0,56349.54,939093.89,0.0,2817477.0,per_trade_allocation,fixed_percent_risk,-7783.73,16094.06,-23877.79,-2.5426,-3.0677,3,915281.21
WORST,2,fixed_fractional,commodities,CLF,2026-03-31,OPEN_EQUALS_HIGH,SHORT,2026-03-31T09:15:00-04:00,103.169998,103.269997,102.93,103.029999,1598.0,-0.7504,2026-03-31T09:45:00-04:00,102.870003,2026-03-31T09:50:00-04:00,102.679997,103.190632,101.658727,2026-03-31T10:35:00-04:00,103.390632,STOP_LOSS,0.445,0.2,9514,976955.2,1.0,6760.98,0.0,58617.31,976897.49,0.0,2930865.6,per_trade_allocation,fixed_percent_risk,-6760.98,16927.18,-23688.16,-2.4248,-3.5037,10,953267.04
WORST,3,fixed_fractional,commodities,CLF,2026-04-06,OPEN_EQUALS_LOW,LONG,2026-04-06T09:15:00-04:00,111.330002,111.889999,111.25,111.870003,2377.0,0.0090,2026-04-06T09:20:00-04:00,112.239998,2026-04-06T09:25:00-04:00,112.439998,111.307736,114.704522,2026-04-06T10:15:00-04:00,111.107736,STOP_LOSS,0.505715,0.2,6534,870557.0,1.0,8705.0,0.0,52233.42,734682.95,0.0,2611671.0,risk_budget,fixed_percent_risk,-8705.0,12568.22,-21273.22,-2.8956,-2.4438,11,838507.09
WORST,4,fixed_fractional,commodities,SIF,2026-04-10,OPEN_EQUALS_LOW,LONG,2026-04-10T09:15:00-04:00,76.235001,76.43,76.18,76.315002,298.0,0.3158,2026-04-10T09:20:00-04:00,76.440002,2026-04-10T09:25:00-04:00,76.664996,76.219754,77.555482,2026-04-10T09:40:00-04:00,76.019754,STOP_LOSS,0.241785,0.2,10155,778558.25,1.0,6552.44,0.0,46713.5,778533.03,0.0,2335674.75,per_trade_allocation,fixed_percent_risk,-6552.44,13349.21,-19901.65,-2.5563,-3.0373,4,758656.6
WORST,5,fixed_fractional,commodities,SIF,2026-04-09,OPEN_EQUALS_LOW,LONG,2026-04-09T09:15:00-04:00,74.565002,74.654999,74.550003,74.605003,133.0,0.4648,2026-04-09T09:20:00-04:00,74.669998,2026-04-09T09:25:00-04:00,74.899997,74.550089,75.599812,2026-04-09T10:30:00-04:00,74.350089,STOP_LOSS,0.18,0.2,10549,790135.85,1.0,5800.97,0.0,47408.15,790120.07,0.0,2370407.55,per_trade_allocation,fixed_percent_risk,-5800.97,13557.88,-19358.85,-2.4501,-3.3372,14,770777.0
WORST,6,fixed_fractional,commodities,CLF,2026-04-15,OPEN_EQUALS_HIGH,SHORT,2026-04-15T09:15:00-04:00,91.43,91.440002,91.129997,91.309998,1343.0,-0.2944,2026-04-15T09:25:00-04:00,90.959999,2026-04-15T09:30:00-04:00,90.740002,91.448286,89.323435,2026-04-15T09:55:00-04:00,91.648286,STOP_LOSS,0.417858,0.2,7683,697894.18,1.0,6978.34,0.0,41873.65,697155.44,0.0,2093682.54,risk_budget,fixed_percent_risk,-6978.34,12120.6,-19098.94,-2.7396,-2.7369,6,678795.24
WORST,7,fixed_fractional,commodities,CLF,2026-04-02,OPEN_EQUALS_HIGH,SHORT,2026-04-02T09:15:00-04:00,113.389999,113.440002,112.540001,113.110001,4723.0,13.6856,2026-04-02T09:30:00-04:00,111.900002,2026-04-02T09:35:00-04:00,111.719998,113.412677,108.33464,2026-04-02T09:40:00-04:00,113.612677,STOP_LOSS,1.07857,0.2,4897,926951.68,1.0,9268.45,2324.46,55617.1,547092.83,924619.98,2780855.04,risk_budget,fixed_percent_risk,-9268.45,9569.57,-18838.02,-3.4433,-2.0325,2,908113.66
WORST,8,fixed_fractional,commodities,GCF,2026-04-01,OPEN_EQUALS_LOW,LONG,2026-04-01T09:15:00-04:00,4758.100098,4768.0,4757.899902,4766.299805,719.0,1.1071,2026-04-01T09:35:00-04:00,4773.600098,2026-04-01T09:40:00-04:00,4773.300098,4757.148478,4805.603338,2026-04-01T10:00:00-04:00,4756.948478,STOP_LOSS,12.128592,0.2,191,915281.21,1.0,3123.16,0.0,54916.87,911700.32,0.0,2745843.63,per_trade_allocation,fixed_percent_risk,-3123.16,15681.81,-18804.97,-2.0626,-6.0211,5,896476.24
WORST,9,fixed_fractional,commodities,SIF,2026-04-13,OPEN_EQUALS_HIGH,SHORT,2026-04-13T09:15:00-04:00,74.120003,74.175003,74.019997,74.135002,200.0,-3.1681,2026-04-13T10:50:00-04:00,74.014999,2026-04-13T10:55:00-04:00,73.8,74.134827,73.130347,2026-04-13T10:55:00-04:00,74.334827,STOP_LOSS,0.279286,0.2,10088,744508.07,1.0,5395.33,0.0,44670.48,744494.4,0.0,2233524.21,per_trade_allocation,fixed_percent_risk,-5395.33,12914.51,-18309.84,-2.4594,-3.3936,1,726198.23
WORST,10,fixed_fractional,commodities,GCF,2026-04-02,OPEN_EQUALS_LOW,LONG,2026-04-02T09:15:00-04:00,4612.600098,4620.200195,4609.799805,4616.600098,579.0,-3.6573,2026-04-02T09:25:00-04:00,4622.700195,2026-04-02T09:30:00-04:00,4623.099902,4611.677578,4645.944552,2026-04-02T09:40:00-04:00,4611.477578,STOP_LOSS,13.621408,0.2,200,926951.68,1.0,2324.46,0.0,55617.1,924619.98,0.0,2780855.04,per_trade_allocation,fixed_percent_risk,-2324.46,15913.99,-18238.45,-1.9725,-7.8463,3,889875.21
