date,trades,wins,losses,gross_pnl,costs,net_pnl,day_return_pct,ending_equity,drawdown,drawdown_pct
2026-03-30,13,4,9,-9586.38,0.0,-9586.38,-0.9586,990413.62,-9586.38,-0.9586
2026-03-31,13,2,11,-258.63,0.0,-258.63,-0.0261,990154.99,-9845.01,-0.9845
2026-04-01,54,21,33,17819.33,0.0,17819.33,1.7997,1007974.32,0.0,0.0
2026-04-02,36,17,19,161124.15,0.0,161124.15,15.9849,1169098.47,0.0,0.0
2026-04-06,56,17,39,8570.56,0.0,8570.56,0.7331,1177669.03,0.0,0.0
2026-04-07,76,21,55,9166.32,0.0,9166.32,0.7783,1186835.35,0.0,0.0
2026-04-08,48,15,33,-4058.69,0.0,-4058.69,-0.342,1182776.66,-4058.69,-0.342
2026-04-09,56,21,35,56471.06,0.0,56471.06,4.7744,1239247.72,0.0,0.0
2026-04-10,73,23,50,1547.15,0.0,1547.15,0.1248,1240794.87,0.0,0.0
2026-04-13,54,19,35,51896.27,0.0,51896.27,4.1825,1292691.14,0.0,0.0
2026-04-14,9,2,7,-5353.42,0.0,-5353.42,-0.4141,1287337.72,-5353.42,-0.4141
2026-04-15,70,20,50,-47768.75,0.0,-47768.75,-3.7107,1239568.97,-53122.17,-4.1094
2026-04-16,66,25,41,13198.02,0.0,13198.02,1.0647,1252766.99,-39924.15,-3.0885
2026-04-17,69,20,49,-10772.77,0.0,-10772.77,-0.8599,1241994.22,-50696.92,-3.9218
2026-04-20,25,5,20,-49810.06,0.0,-49810.06,-4.0105,1192184.16,-100506.98,-7.775
2026-04-21,49,14,35,21608.11,0.0,21608.11,1.8125,1213792.27,-78898.87,-6.1035
2026-04-22,63,23,40,68624.19,0.0,68624.19,5.6537,1282416.46,-10274.68,-0.7948
2026-04-23,66,14,52,-5236.62,0.0,-5236.62,-0.4083,1277179.84,-15511.3,-1.1999
2026-04-24,52,17,35,-26854.44,0.0,-26854.44,-2.1026,1250325.4,-42365.74,-3.2773
2026-04-27,59,18,41,7752.3,0.0,7752.3,0.62,1258077.7,-34613.44,-2.6776
2026-04-28,54,17,37,78.91,0.0,78.91,0.0063,1258156.61,-34534.53,-2.6715
2026-04-29,20,11,9,71313.77,0.0,71313.77,5.6681,1329470.38,0.0,0.0
